id,trigger,conditions,script,text,options,notes
MPC_IAIICTTPresentCacheHowIsInvolvedArroyo,DialogOptionSelected,"$id == arroyo score:50
$option == MPC_IAIICTTPresentCacheHowIsInvolved
","SetTextHighlights ""espionage""
RemoveOption MPC_IAIICTTPresentCacheHowIsInvolved","""Well, after the AI wars, and especially that IDIOTIC attack on Chico,"" he sighs deeply. ""The company doesn't have much fleetpower to throw around. What it does, have, however."" He pinches his fingers together. ""Is *money*. And above that, a lot of experience with... let's just call it espionage.""",,
MPC_IAIICTTPresentCacheWhyIsInvolvedArroyo,DialogOptionSelected,"$id == arroyo score:50
$option == MPC_IAIICTTPresentCacheWhyIsInvolved","RemoveOption MPC_IAIICTTPresentCacheWhyIsInvolved","""My best guess?"" $HeOrShe grins. ""That 'exotic intelligence' of yours. Oh, some execs would *kill* to get a hand on that core...""

""Me included."" He stares at you,","MPC_IAIICTTPresentCacheHelpMe:""Do you think we could arrange a, say, 'mutually beneficial agreement'?""",
"#END Return to contact with cache",,,,,,
,,,,,,
# Return to contact and pay up,,,,,,
MPC_IAIICTTBMSummonedBase,PopulateOptions,"MPC_IAIICTriTachCMD isSummoned",,,"MPC_IAIICTTBMSummoned:Switch to private comms",
MPC_IAIICTTBMSummoned,DialogOptionSelected,"$option == MPC_IAIICTTBMSummoned",,"With a covertly dispatched message, $hisOrHer grins. The both of you exchange pleasantries, disconnect, than reconnect a moment later through VPN-assisted private comms.

","MPC_IAIICTTBMSummonedTwo:""You called for me?""",
MPC_IAIICTTBMPayingUp,PopulateOptions,"MPC_IAIICTriTachCMD isPayingUp",,,"MPC_IAIICTTBMPayingUpOpt:Switch to private comms",
MPC_IAIICTTBMPayingUpOpt,DialogOptionSelected,"$option == MPC_IAIICTTBMPayingUpOpt",,"With a covertly dispatched message, the both of you exchange pleasantries, disconnect, than reconnect a moment later through VPN-assisted private comms.

""Here to pay?""
","MPC_IAIICTTBMPayCores:Offer 3 alpha cores as ""payment""
cutCommLink:""No."" (Leave)",
MPC_IAIICTTBMSummonedTwo,DialogOptionSelected,"$option == MPC_IAIICTTBMSummonedTwo","SetTextHighlights ""unprofitable"" ""few alpha cores""
MPC_IAIICTriTachCMD payingUpNow
FireAll MPC_IAIICTTBMPayCoresModify","""Yes,"" $heOrShe pulls up a stack of papers and begins going through. $HeOrShe doesn't even look at you. ""I did.""

Finally, $heOrShe chooses to give you a look. ""I've successfully convinced my compatriots that further business with the IAIIC would be... 'unprofitable.'"" $HeOrShe returns to shuffling $hisOrHer papers. ""Unfortunately, a demand did still come up."" $HeOrShe looks back to you, a knowing smile in the corner of $hisOrHer mouth.

""A few alpha cores.""","MPC_IAIICTTBMSummonedRidiculous:""That's ridiculous!""
MPC_IAIICTTBMSummonedAccuse:""Are we sure it isn't just you 'demanding' this?""
MPC_IAIICTTBMPayCores:Offer 3 alpha cores as ""payment""
MPC_IAIICTTBMSummonedRefuse:Refuse",
MPC_IAIICTTBMPayCoresModifyNoCores,MPC_IAIICTTBMPayCoresModify,"MPC_IAIICTriTachCMD cantPay","SetEnabled MPC_IAIICTTBMPayCores false
SetTooltip MPC_IAIICTTBMPayCores ""You do not have enough alpha cores in your cargo,""",,,
MPC_IAIICTTBMSummonedRidiculous,DialogOptionSelected,"$option == MPC_IAIICTTBMSummonedRidiculous
$id != arroyo","RemoveOption MPC_IAIICTTBMSummonedRidiculous","""Sure - but don't blame me. They were *adamant*."" $HeOrShe puts $hisOrHer best soothing smile on. ""If you're stressed, I can sell you a cheap Tri-Tachyon relaxo-stick...""",,
MPC_IAIICTTBMSummonedAccuse,DialogOptionSelected,"$option == MPC_IAIICTTBMSummonedAccuse
$id != arroyo","RemoveOption MPC_IAIICTTBMSummonedAccuse
AdjustRepActivePerson SUSPICIOUS -1
","""Really?"" $HeOrShe gasps. ""Such accusations are the backbone of malice."" $HeOrShe tsks, waving $hisOrHer finger at you, ""Remember - you're my customer. It's bad for business to backstab you. I assure you, I assure you-"" $heOrShe pushes $hisOrHer hands towards the camera in a placating gesture. ""I'd never do such a thing."" ",,
MPC_IAIICTTBMPayCores,DialogOptionSelected,"$option == MPC_IAIICTTBMPayCores","AddRemoveCommodity alpha_core -3
MPC_IAIICTriTachCMD RESOLVED

$global.MPC_IAIICFacPulledOut = true
$global.MPC_TTPulledOut = true","""Ahhhh..."" $heOrShe grins toothily as you send the cargo shuttles to $hisOrHer warehouse. ""It's a deal, then."" $HeOrShe mutes $hisOrHer mic, and makes a quick call on $hisOrHer tele-communicator. A moment later, $heOrShe hangs up and addresses you. ""It's done. Effective immediately, Tri-Tachyon will no longer provide assistance to the IAIIC.""","MPC_IAIICTTBMPayCoresTwo:""Just like that?""",
MPC_IAIICTTBMSummonedRefuse,DialogOptionSelected,"$option == MPC_IAIICTTBMSummonedRefuse",,"""Ah, that's too bad..."" $heOrShe frowns, turning back to $hisOrHer papers. ""Looks like the IAIIC will keep harassing your properties for quite a while, then...""

""But, ah, if you ever change your mind-"" $heOrShe shoots you a side glance, smiling. ""-I'll be here.""","cutCommLink:Leave",
MPC_IAIICTTBMPayCoresTwo,DialogOptionSelected,"$option == MPC_IAIICTTBMPayCoresTwo","$option = cutCommLink
FireBest DialogOptionSelected","""You underestimate the contents of that cache you retrieved from me."" $HeOrShe pulls up $hisOrHer TriPad, contemplating if $heOrShe should share anything about the referenced cache, but sets it down gently. A moment of silence later, $heOrShe turns to you. ""A pleasure doing business with you."" and terminates the connection.",,
MPC_IAIICTTBMSummonedRidiculousArroyo,DialogOptionSelected,"$id == arroyo score:50
$option == MPC_IAIICTTBMSummonedRidiculous","RemoveOption MPC_IAIICTTBMSummonedRidiculous","""Yep."" He grins. ""It is.""",,
MPC_IAIICTTBMSummonedAccuseArroyo,DialogOptionSelected,"$option == MPC_IAIICTTBMSummonedAccuse
$id == arroyo score:50","RemoveOption MPC_IAIICTTBMSummonedAccuse
AdjustRepActivePerson SUSPICIOUS -1","""You can't."" He grins.

""But you don't have a choice.""",,
"#END Return to contact and pay up",,,,,,
"#END TriTach",,,,,,
,,,,,,
# Pather,,,,,,
MPC_patherFleetPopOptions,LPTitheOptions,"MPC_factionInvolvedInIAIIC luddic_path",,,"1:MPC_askPatherFleetAboutInvolvement:""Would you happen to know anything about the IAIIC?""",
MPC_askPatherFleetAboutInvolvement,DialogOptionSelected,"$option == MPC_askPatherFleetAboutInvolvement","RemoveOption MPC_askPatherFleetAboutInvolvement
AddText ""It would seem this isn't the right place to ask, if the pathers really are involved.""","$HeOrShe sneers. ""Yes..."" $heOrShe starts, words drawling in counter-action to your suspicion. ""only that they are useful tools of Moloch! I detest their obsession with technology, but I can't deny-"" $heorShe spits. ""-they're useful for dealing with heretics such as you.""
OR
""No."" $HeOrShe growls forcefully.
OR
""A holy warrior such as me does not need to concern $himOrHerself with such matters - all I must do is-"" $heOrShe slams $hisOrHer well-worn desk for effect. ""Bring the hammer of Ludd on servants of Moloch such as yourself!"" $HeOrShe sneers.",,
,,,,,,
# Pather Initial bar Event,,,,,,
MPC_IAIICLPBarIntro,AddBarEvents,"MPC_IAIICPatherCMD canCreateFirstBarEvent","AddBarEvent MPC_IAIICLPBarIntroEvent ""Meet the IntSec officer in their booth"" ""In the corner of the eye, you notice someone you recognize: The IntSec officer you witnessed arrest that \""drunkard\"" a while ago."" highlight",,,
MPC_IAIICLPBarIntroEvent,DialogOptionSelected,"$option == MPC_IAIICLPBarIntroEvent","BeginConversation MPC_playerFacIntsecSquadChief
FireBest MPC_IAIICLPBarIntroEventImpl",,"0:MPC_IAIICLPBarIntroEventTwo:Continue",
MPC_IAIICLPBarIntroEventTwo,DialogOptionSelected,"$option == MPC_IAIICLPBarIntroEventTwo","SetTextHighlights ""path"" ""minimum"" ""have an in"" ""Arrow of Ludd"" ""Luddic Path bars""
SetTextHighlightColors luddic_path highlight highlight luddic_path luddic_path

MPC_IAIICPatherCMD createIntel
$global.MPC_didInitialIAIICLPBarEvent = true","$HeOrShe activates the privacy emitter that had been lying on the tabletop, and soon the debaucherous roar of the bar is replaced by a low hum and then, finally, nothing, as the two of you enter your own little world of secrets, hidden only by the blurred hex-field oh-so-common in these establishments.

""We've got solid intel that the path is, at minimum, helping the IAIIC with it's subterfuge. No surprise there, but what's got me here today is this..."" $HeOrShe produces a small datachip and hands it to you. $HeOrShe narrates as you read. ""We've managed to locate a pather sect that is simultaniously supplying support to the IAIIC, but is, as we say, 'progressive'. That is to say - we might have an in."" $HeOrShe pulls up $hisOrHer own TriPad.

""They call themselves the Arrow of Ludd. They tend to dress in more... 'luxurious' clothing - most notable by their gold jewelry. They tend to hide out in Luddic Path bars, drinking-"" $heOrShe makes a gesture. ""'Narco-Tea'.""","MPC_IAIICLPBarIntroEventHypocrit:""That seems rather hypocritical. Doesn't the path swear off luxuries such as that?""
MPC_IAIICLPBarIntroEventThree:Thank the officer, and be on your way",
MPC_IAIICLPBarIntroEventHypocrit,DialogOptionSelected,"$option == MPC_IAIICLPBarIntroEventHypocrit","RemoveOption MPC_IAIICLPBarIntroEventHypocrit","$HeOrShe nods. ""Yes $playerSirOrMadam - but remember the path isn't some major polity. It's a collection of sects and cells, each with different ideologies.""

""Just so happens this one is less... 'principled'.""",,
MPC_IAIICLPBarIntroEventThree,DialogOptionSelected,"$option == MPC_IAIICLPBarIntroEventThree","EndConversation
$MPC_didInitialIAIICLPBarEvent = true
FireBest BarPrintDesc
BarCMD showOptions
BarCMD playAmbience","""Of course, Commander."" $HeOrShe offers a quick salute, before dropping the privacy field, allowing the cacophony of the outside world to re-enter. You quickly finish your drink, before making your way back into the bar.",,
MPC_IAIICLPBarIntroEventImpl,MPC_IAIICLPBarIntroEventImpl,,"SetTextHighlights ""We've got something""","$HeOrShe greets you with the cordiality you've come to expect from your subordinates - that is, buying you a cheap drink, of course. ""$PlayerSirOrMadam,"" $heOrShe starts, as you sip on your brandy. ""You're aware of the... forces, in our system, yes?"" $HisOrHer expression pains, understanding just how hard IntSec - and by extension, $heOrShe - dropped the ball this time. ""Well-"" $heOrShe swallows $hisOrHer professional guilt with a shot of rather unprofessional alcohol. ""We've got something.""",,
"#END Pather Initial bar Event",,,,,,
,,,,,,
"# Meet pather at pather bar, discuss terms",,,,,,
MPC_IAIICCLRPBarTwo,AddBarEvents,"MPC_IAIICPatherCMD canCreateSecondBarEvent","AddBarEvent MPC_IAIICLPBarEventTwo ""Slide into the well-dressed pather's booth"" ""You spot a pather dressed in vibrant green, adorned in shining gold. This may be one of the pathers you're looking for."" highlight",,,
MPC_IAIICLPBarEventTwo,DialogOptionSelected,"$option ==MPC_IAIICLPBarEventTwo","BeginConversation MPC_arrowPather
FireBest MPC_IAIICLPBarEventTwoImpl",,,
MPC_IAIICLPBarEventTwoImpl,MPC_IAIICLPBarEventTwoImpl,,,"You greet the pather, who responds with a frown and a stir of $hisOrHer tea - laced, by it's scent. ""Who are you?"" $HeOrShe asks, glancing to the seat ahead of $himOrHer. ""If you have something to discuss - and I don't know why you would - you may sit.""","MPC_IAIICLPBarEventTwoSit:Sit",
MPC_IAIICLPBarEventTwoSit,DialogOptionSelected,"$option == MPC_IAIICLPBarEventTwoSit",,"You take a seat in the rather comfortable padding.","MPC_IAIICLPBarEventTwoOrderTea:Order some tea
MPC_IAIICLPBarEventTwoOrderTeaLaced:Order some ""tea""
MPC_IAIICLPBarEventTwoIntroduce:Introduce yourself, and your interests",
MPC_IAIICLPBarEventTwoOrderTea,DialogOptionSelected,"$option == MPC_IAIICLPBarEventTwoOrderTea","RemoveOption MPC_IAIICLPBarEventTwoOrderTea
RemoveOption MPC_IAIICLPBarEventTwoOrderTeaLaced","You wave down a waitress, utter a polite prayer, and snap your fingers twice. In response, you receive a small cup of steaming-hot grasstea.",,
MPC_IAIICLPBarEventTwoOrderTeaLaced,DialogOptionSelected,"$option == MPC_IAIICLPBarEventTwoOrderTeaLaced","RemoveOption MPC_IAIICLPBarEventTwoOrderTea
RemoveOption MPC_IAIICLPBarEventTwoOrderTeaLaced","You wave down a waitress, utter a polite prayer, and pinch your fingers together. In response, she reaches beneath the cart and provides you a small cup of steaming hot ""tea"", the fumes of which are enough to make you lightheaded.

$HeOrShe looks in amusement.",,
MPC_IAIICLPBarEventTwoIntroduce,DialogOptionSelected,"$option == MPC_IAIICLPBarEventTwoIntroduce","SetTextHighlights ""Servant of Mammon""","A small gasp escapes $hisOrHer mouth, and goes to reach for $hisOrHer crosspistol - only to be stopped by the reassuring hand of your bodyguard on $hisOrHer shoulder. ""So... why are you here-"" $heOrShe glances around for listening ears, dropping to a murmur. ""Servant of Mammon?""","MPC_IAIICLPBarEventTwoBusiness:""Business.""",
MPC_IAIICLPBarEventTwoBusiness,DialogOptionSelected,"$option == MPC_IAIICLPBarEventTwoBusiness","MPC_IAIICPatherCMD startGoToIthaca
FireBest MPC_IAIICLPBarEventTwoBusinessText",,"MPC_IAIICLPBarEventTwoLeave:Leave
MPC_IAIICLPBarEventTwoLeaveLuddic:""May Ludd be with you."" (Leave)",
MPC_IAIICLPBarEventTwoBusinessText,MPC_IAIICLPBarEventTwoBusinessText,,"SetTextHighlights $global.MPC_IAIICLPHideoutName","""Business...?"" $heOrShe mutters thoughtfully, eyes dancing off to contemplate your words. ""...ah... I think I know what you mean.""

""If you'd like to... discuss 'repentance',"" $heOrShe quickly pulls out a pen and paper and physically writes a pair of coordinates, prompting a brief confused look by a tech-savvy bodyguard. ""Come to these coordinates, on $global.MPC_IAIICLPHideoutName. You may bring guards, marines - whatever you desire to feel safe."" $HeOrShe slides the note to you. ""May Ludd guide you.""",,
MPC_IAIICLPBarEventTwoLeave,DialogOptionSelected,"$option == MPC_IAIICLPBarEventTwoLeave","EndConversation
BarCMD leaveBar",,,
MPC_IAIICLPBarEventTwoLeaveLuddic,DialogOptionSelected,"$option == MPC_IAIICLPBarEventTwoLeaveLuddic","EndConversation
BarCMD leaveBar

$player.ethosFaithful++",,,
"#END Meet pather at pather bar, discuss terms",,,,,,
,,,,,,
# Land on hideout,,,,,,
MPC_IAIICLPInitialHideoutApproach,PopulateOptions,"MPC_IAIICPatherCMD initialHideoutLanding",,"Your sensor officer informs you of faint thermal readings originating from the coordinates your pather contact gave you. This must be the meeting place.","MPC_IAIICLPInitialHideoutApproachImpl:Plan a departure to the meeting place",
MPC_IAIICLPInitialHideoutApproachImpl,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutApproachImpl",,"A quick scan from your $shipOrFleet's sensors reveals a collection of installations built into a range of low mountains, with limited anti-ship weaponry pointed to the skies. But knowing pathers, even if you destroy those, there could be mass drivers cleverly hidden between any 5 square meters of terrain, ready to tear apart any unholy sensor contacts they see with 50 tons of justiciary steel.

","MPC_IAIICLPInitialHideoutHail:Attempt a wide-spectrum hail
MPC_IAIICLPInitialHideoutPrepare:Consider your approach options",
MPC_IAIICLPInitialHideoutHail,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutHail","RemoveOption MPC_IAIICLPInitialHideoutHail","Risking detection at this range is a significant gamble, but approaching without a clear picture of the defenses you're up against is worse. You order your comms officer to send off a wide-frequency message requesting contact from anyone who will listen. You wait for a response.
And wait.
Eventually, it becomes clear that either noone is listening, or noone wants to respond. Regardless, it would seem you'll have to go in blind.",,
MPC_IAIICLPInitialHideoutPrepare,DialogOptionSelected,"$option ==MPC_IAIICLPInitialHideoutPrepare","FireAll MPC_IAIICLPInitialHideoutPrepareOption","You consult with your officers. Your Ops Chief suggests a tactical bombardment of exposed weaponry - but your tactical officer interrupts, adding that it would remove your element of surprise. Your sensors officer suggests a deeper scan, but walks it back, mumbling ""...if a tachyon scan can't find anything, what else could...""",,
MPC_IAIICLPInitialHideoutPrepareOptionMarines,MPC_IAIICLPInitialHideoutPrepareOption,,"FireBest MPC_IAIICLPInitialHideoutPrepareOptionMarinesModify",,"MPC_IAIICLPInitialHideoutPrepareMarines:Bring a squad of marines",
MPC_IAIICLPInitialHideoutPrepareOptionMarinesModifyNoMarines,MPC_IAIICLPInitialHideoutPrepareOptionMarinesModify,"$player.marines < 5","SetEnabled MPC_IAIICLPInitialHideoutPrepareMarines false
SetTooltipHighlightColors MPC_IAIICLPInitialHideoutPrepareMarines ""5""
SetTooltip MPC_IAIICLPInitialHideoutPrepareMarines ""You need at least 5 marines for this.""",,,
MPC_IAIICLPInitialHideoutPrepareMarines,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutPrepareMarines","RemoveOption MPC_IAIICLPInitialHideoutPrepareMarines
$MPC_takingMarines = true","You give the order for a team of five to be scrambled, and before you know it, a fireteam stands before you in standard combat gear and armed with pulse rifles. In case things get hairy down there, and they very well might, this squad of elite marines will keep you safe and allow for a clean extraction.",,
MPC_IAIICLPInitialHideoutPrepareOptionBombard,MPC_IAIICLPInitialHideoutPrepareOption,,"FireBest MPC_IAIICLPInitialHideoutPrepareOptionBombardModify",,"MPC_IAIICLPInitialHideoutPrepareBombard:Order the weapons bombarded",
MPC_IAIICLPInitialHideoutPrepareOptionBombardModifyNoFuel,MPC_IAIICLPInitialHideoutPrepareOptionBombardModify,"$player.fuel < 50
","SetEnabled MPC_IAIICLPInitialHideoutPrepareBombard false
SetTooltipHighlights MPC_IAIICLPInitialHideoutPrepareBombard ""50"" $player.fuel
SetTooltip MPC_IAIICLPInitialHideoutPrepareBombard ""You need 50 fuel to perform this action. You currently have $player.fuel fuel.""",,,
MPC_IAIICLPInitialHideoutPrepareBombard,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutPrepareBombard","PlaySound MPC_explosion
$MPC_bombarded = true
AddRemoveCommodity fuel -50
RemoveOption MPC_IAIICLPInitialHideoutPrepareBombard","With a quick nod to your Ops Chief, your hangar crews quickly get to work setting up proper bombardment angles, and before long, fueltanks filled with volatile hellfire descend upon the luddic encampment. Thankfully, your aim is true, and only the proper targets are hit. You sigh in equal parts relief and trepidation - the inhabitants won't be happy, but at least the approach will be less treacherous.",,
MPC_IAIICLPInitialHideoutPrepareOptionContinue,MPC_IAIICLPInitialHideoutPrepareOption,,,,"MPC_IAIICLPInitialHideoutPrepareDepartOne:Prepare a shuttle for departure",
MPC_IAIICLPInitialHideoutPrepareDepartOne,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutPrepareDepartOne","FireBest MPC_IAIICLPInitialHideoutPrepareDepartBoardingText","A shuttle is quickly prepared and locked into a Hangar Bay. You gaze upon it - a standard TTHG-23 type transport shuttle, most commonly used in your hit-and-run raids. Perfect for rapid insertion under fire - perfect for this mission.","MPC_IAIICLPInitialHideoutPrepareDepartTwo:Continue",
MPC_IAIICLPInitialHideoutPrepareDepartBoardingTextNoMarines,MPC_IAIICLPInitialHideoutPrepareDepartBoardingText,"!$MPC_takingMarines",,"You board the shuttle by your lonesome, save for your bodyguards that always accompany you. You cannot deny the risk - you rap your fingers on your knees with professional anxiety.",,
MPC_IAIICLPInitialHideoutPrepareDepartBoardingTextMarines,MPC_IAIICLPInitialHideoutPrepareDepartBoardingText,"$MPC_takingMarines score:20",,"You board the shuttle with your small fireteam and personal bodyguards, whom begin double-triple-quadruple checking their weapons, filling the shuttle with an ominous click-clacking drone.",,
MPC_IAIICLPInitialHideoutPrepareDepartTwo,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutPrepareDepartTwo",,"With a rumble, a thump, and the crackle of your $shipOrFleet's STC, the shuttle touches off and exits the bay.","MPC_IAIICLPInitialHideoutCheckMag:Check your mag-pistol
MPC_IAIICLPInitialHideoutWait:Wait in silence",
MPC_IAIICLPInitialHideoutCheckMag,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutCheckMag","FireBest MPC_IAIICLPInitialHideoutReachOrbit","Your hand naturally drifts to your sidearm, intent on performing particular self-assuring motions you've practiced immeasurable times before. Pop out the cell-mag, finger on the side, feel the charge level. 100%. Re-insert, check barrel for obstructions. Clear. Rack the charge-slide. 
A hum fills the room as your pistol readies itself for battle, and a sigh of discharge as it finds itself pocketed in your holster.",,
MPC_IAIICLPInitialHideoutWait,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutWait","FireBest MPC_IAIICLPInitialHideoutReachOrbit",,,
MPC_IAIICLPInitialHideoutReachOrbit,MPC_IAIICLPInitialHideoutReachOrbit,"!$MPC_bombarded",,"After a short delay, your shuttle approaches visual distance to the compound. You all hold your breath as the shuttle continues it's approach, but despite seemingly have a lock, the ASBs refuse to fire, opting instead to let your shuttle land in a small valley.","MPC_IAIICLPInitialHideoutLanded:Continue",
MPC_IAIICLPInitialHideoutReachOrbitBombarded,MPC_IAIICLPInitialHideoutReachOrbit,"$MPC_bombarded score:20",,"After a short delay, your shuttle approaches visual distance to the compound. The smoldering ASBs below remain pointing in vigil - searching for an enemy it can never see again. Your shuttle descends upon a small valley, and touches down.","MPC_IAIICLPInitialHideoutLanded:Continue",
MPC_IAIICLPInitialHideoutLanded,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutLanded","FireBest MPC_IAIICLPInitialHideoutLandedLeaveText
FireBest MPC_IAIICLPInitialHideoutLandedLeaveTextTwo",,,
MPC_IAIICLPInitialHideoutLandedLeaveText,MPC_IAIICLPInitialHideoutLandedLeaveText,"!$MPC_takingMarines",,,,
MPC_IAIICLPInitialHideoutLandedLeaveTextMarines,MPC_IAIICLPInitialHideoutLandedLeaveText,"$MPC_takingMarines score:20",,"Your marines form a protective shield around you, rifles pointed out in a flowering gesture.",,
MPC_IAIICLPInitialHideoutLandedLeaveTextTwo,MPC_IAIICLPInitialHideoutLandedLeaveTextTwo,,,"Your party examines the surroundings, searching for any sign of life, but spots nothing outside the underground encampments.","MPC_IAIICLPInitialHideoutLandedFakeOne:Return to the shuttle
MPC_IAIICLPInitialHideoutLandedFakeTwo:Order an investigation of the encampments
MPC_IAIICLPInitialHideoutLandedFakeThree:Order sensors to do another surface scan - you were told people would meet you here",
MPC_IAIICLPInitialHideoutLandedFakeOne,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutLandedFakeOne","$option = MPC_IAIICLPInitialHideoutLandedAmbush
FireBest DialogOptionSelected",,,
MPC_IAIICLPInitialHideoutLandedFakeTwo,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutLandedFakeTwo","$option = MPC_IAIICLPInitialHideoutLandedAmbush
FireBest DialogOptionSelected",,,
MPC_IAIICLPInitialHideoutLandedFakeThree,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutLandedFakeThree","$option = MPC_IAIICLPInitialHideoutLandedAmbush
FireBest DialogOptionSelected",,,
MPC_IAIICLPInitialHideoutLandedAmbush,DialogOptionSelected,"$option ==MPC_IAIICLPInitialHideoutLandedAmbush","MPC_IAIICPatherCMD ambush
BeginConversation MPC_arrowPatherRep","Before you can make a decision, your hair stands on end from the feeling of eyes on the back of your neck. Twirling around, you see at least fifty pathers aiming a variety at weapons at you - AM rifles, CP cannons, railpistols - all from the safety of a mobile shield-generator, hidden in the terrain.

A perfect ambush.

In the middle, you see an unarmed individual, dressed in more decorum than the rest. In one hand, is a CP pistol. In the other, the Book of Ludd.","MPC_IAIICLPInitialHideoutLandedAmbushTwo:Continue",
MPC_IAIICLPInitialHideoutLandedAmbushTwo,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutLandedAmbushTwo
!$MPC_bombarded",,"""And so the righteous will stomp out the unsatiated, and restore tranquility to humanity."" $HeOrShe slaps the book closed, staring into you. ""We've been expecting you.""","MPC_IAIICLPInitialHideoutAmbushSurrender:Slowly raise your hands
MPC_IAIICLPInitialHideoutAmbushDefiant:Glare defiantly",
MPC_IAIICLPInitialHideoutLandedAmbushTwoBombarded,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutLandedAmbushTwo
$MPC_bombarded score:20",,"""And so the righteous will stomp out the unsatiated, and restore tranquility to humanity."" $HeOrShe slaps the book closed, staring into you. ""We've been expecting you."" $HeOrShe observes the smoke fly off an ASB. ""Quite the entrance.""",,
MPC_IAIICLPInitialHideoutAmbushSurrender,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutAmbushSurrender","FireBest MPC_IAIICLPInitialHideoutAmbushDeescalate","""Save your strength, servant of Moloch."" $HeOrShe grumbles, motioning downwards with $hisOrHer firearm. ""We're not here to kill you."" ",,
MPC_IAIICLPInitialHideoutAmbushSurrenderMarines,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutAmbushSurrender","FireBest MPC_IAIICLPInitialHideoutAmbushDeescalate","Your marines follow suit, dropping their weaponry on the ground. ""Save your strength, servants of Moloch."" $HeOrShe grumbles, motioning downwards with $hisOrHer firearm. ""We're not here to kill you."" ",,
MPC_IAIICLPInitialHideoutAmbushDefiant,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutAmbushDefiant","FireBest MPC_IAIICLPInitialHideoutAmbushDeescalate",,,
MPC_IAIICLPInitialHideoutAmbushDeescalate,MPC_IAIICLPInitialHideoutAmbushDeescalate,,"SetTextHighlights ""heretic""","With a flick of $hisOrHer finger, about half of $hisOrHer men and women lower their arms - though the remainder is likely still of sufficient firepower to level a hillside.

""As I said, heretic, we are *not* here to kill you."" A momentary growl escapes $hisOrHer lips. ""Unless you give us a reason.""","MPC_IAIICLPInitialHideoutAmbushContinue:Continue",
MPC_IAIICLPInitialHideoutAmbushContinue,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutAmbushContinue","SetTextHighlights ""repentance""","The mass of pathers slowly approaches, carting the generator up with them. They stop a mere meter away, the leader leaning in so far $hisOrHer temple buzzes against the energy field. 

""Why are you here, spacer?""","MPC_IAIICLPInitialHideoutAmbushHelpWithIAIIC:""I need the path to stop assisting the IAIIC.""
MPC_IAIICLPInitialHideoutAmbushRepentence:""To repent.""
MPC_IAIICLPInitialHideoutAmbushMoloch:""To assist in the fight against the demons of Moloch.""",
MPC_IAIICLPInitialHideoutAmbushHelpWithIAIIC,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutAmbushHelpWithIAIIC","FireBest MPC_IAIICLPAmbushNegotiate",,,
MPC_IAIICLPInitialHideoutAmbushRepentence,DialogOptionSelected,"$option == MPC_IAIICLPInitialHideoutAmbushRepentence","FireAll MPC_IAIICLPAmbushRepentOptions
SetTextHighlights ""demon of Moloch"" ""fractal core""","""To repent?"" $HeOrShe pushes $hisOrHer underlip forward. ""You can start by destroying your demon of Moloch - your fractal core!""",,
MPC_IAIICLPAmbushRepentOptionsNo,MPC_IAIICLPAmbushRepentOptions,,,,"0:MPC_IAIICLPAmbushRepentNo:""I can't do that.""",
MPC_IAIICLPAmbushRepentOptionsYes,MPC_IAIICLPAmbushRepentOptions,"!$global.MPC_RACAFCGotExposition",,,"10:MPC_IAIICLPAmbushRepentYes:""Maybe I will, $brotherOrSister.""",
MPC_IAIICLPAmbushRepentOptionsCant,MPC_IAIICLPAmbushRepentOptions,"$global.MPC_RACAFCGotExposition",,,"10:MPC_IAIICLPAmbushRepentCant:""The 'demon' is refusing to release control of my colony.""",
MPC_IAIICLPAmbushRepentNo,DialogOptionSelected,"$option == MPC_IAIICLPAmbushRepentNo","AdjustRepActivePerson HOSTILE -1
AdjustRep luddic_path INHOSPITABLE -1

FireBest MPC_IAIICLPAmbushNegotiate","$HisOrHer face contorts angrily. ""Then you will be lost to Mammon, starfarer."" $HisOrHer words hiss like a breached vacsuit. A few pathers raise their weapons, but $heOrShe quickly defuses them.",,
